#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	386919	388400	+	PGH39_01820	ypwA	carboxypeptidase M32	COG:COG2317, COG:O, RefSeq:WP_038838039.1, SO:0001217, UniParc:UPI0001E3CAA4, UniRef:UniRef100_A0A4Q5NB35, UniRef:UniRef50_A0A378J7L9, UniRef:UniRef90_Q5WXE6
contig_1	cds	388461	388964	+	PGH39_01825		GNAT family N-acetyltransferase	RefSeq:WP_038838041.1, SO:0001217, UniParc:UPI0001E3CAA5, UniRef:UniRef100_A0A4Q5NEL1, UniRef:UniRef50_G9EJ67, UniRef:UniRef90_Q5WXE5
contig_1	cds	389284	390771	+	PGH39_01830		lpg1148 family Dot/Icm T4SS effector	SO:0001217, UniRef:UniRef50_Q5WXE4, UniRef:UniRef90_Q5WXE4
contig_1	cds	390964	391746	+	PGH39_01835		hypothetical protein	RefSeq:WP_038838043.1, SO:0001217, UniParc:UPI0001E3CAA7, UniRef:UniRef100_A0A4Q5NB67, UniRef:UniRef50_Q5WXE3, UniRef:UniRef90_A0A140J3F0
contig_1	cds	391849	392913	+	PGH39_01840	adaA	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains	COG:COG2169, COG:L, RefSeq:WP_038838045.1, SO:0001217, UniParc:UPI0001E3CAA8, UniRef:UniRef100_A0A4V4PCH0, UniRef:UniRef50_A0A2X3W2P1, UniRef:UniRef90_Q5WXE2
contig_1	cds	392990	394462	-	PGH39_01845		hypothetical protein	RefSeq:WP_038838046.1, SO:0001217, UniParc:UPI0001E3CAA9, UniRef:UniRef100_A0A4Q5NE46, UniRef:UniRef50_Q5WXE1, UniRef:UniRef90_Q5WXE1
contig_1	cds	394676	395986	-	PGH39_01850		hypothetical protein	RefSeq:WP_027265764.1, SO:0001217, UniParc:UPI0001E3CAAA, UniRef:UniRef100_A0A378KLY4, UniRef:UniRef50_Q5WXE0, UniRef:UniRef90_Q5WXE0
contig_1	cds	396299	397123	-	PGH39_01855		hypothetical protein	RefSeq:WP_038838048.1, SO:0001217, UniParc:UPI0001E3CAAB, UniRef:UniRef100_A0A4T1G6F4, UniRef:UniRef50_A0A140J3F3, UniRef:UniRef90_A0A378K540
contig_1	cds	397149	398636	-	PGH39_01860	yobN	amine oxidase	COG:COG1231, COG:E, RefSeq:WP_038838050.1, SO:0001217, UniParc:UPI0001E3CAAC, UniRef:UniRef100_A0A4V4P6S4, UniRef:UniRef50_A0A378JC97, UniRef:UniRef90_Q5WXD8
contig_1	cds	399123	400205	+	PGH39_01865	ravQ	Dot/Icm T4SS effector RavQ	RefSeq:WP_040148194.1, SO:0001217, UniParc:UPI00059182B4, UniRef:UniRef100_A0A4T1G7G6, UniRef:UniRef50_A0A6F8T8S2, UniRef:UniRef90_Q5WXD7
contig_1	cds	400441	402120	+	PGH39_01870	pDC1	pyruvate decarboxylase	COG:COG3961, COG:GHR, EC:4.1.1.1, KEGG:K01568, RefSeq:WP_011215259.1, SO:0001217, UniParc:UPI0000445743, UniRef:UniRef100_A0A4T1EGY6, UniRef:UniRef50_A0A662DRD7, UniRef:UniRef90_A0A128UKI4
contig_1	cds	402178	403374	-	PGH39_01875	iap	aminopeptidase	COG:COG2234, COG:OE, RefSeq:WP_038838055.1, SO:0001217, UniParc:UPI0001E3CAAE, UniRef:UniRef100_A0A4T1G314, UniRef:UniRef50_A0A0A8UWW3, UniRef:UniRef90_A0A378K3N5
contig_1	cds	403780	404544	+	PGH39_01880	estA	lipase	COG:COG1075, COG:I, RefSeq:WP_011215261.1, SO:0001217, UniParc:UPI00000BB4B9, UniRef:UniRef100_Q8KU33, UniRef:UniRef50_A0A1E5JVE4, UniRef:UniRef90_Q8KU33
contig_1	cds	404674	405426	+	PGH39_01885		lpg1158 family Dot/Icm T4SS effector	SO:0001217, UniRef:UniRef50_A0A378K482, UniRef:UniRef90_A0A8D6LVC9
contig_1	cds	405795	406832	+	PGH39_01890	rhaT	EamA family transporter	COG:COG0697, COG:GER, RefSeq:WP_038838057.1, SO:0001217, UniParc:UPI0001E3CAB1, UniRef:UniRef100_A0A4T1EGT1, UniRef:UniRef50_Q5WXD1, UniRef:UniRef90_Q5WXD1
contig_1	cds	406934	407179	-	PGH39_01895		hypothetical protein	RefSeq:WP_014841398.1, SO:0001217, UniParc:UPI0001E3CAB2, UniRef:UniRef100_A0A130Y4N4, UniRef:UniRef50_Q5WXD0, UniRef:UniRef90_Q5WXD0
contig_1	cds	407511	408161	+	PGH39_01900		putative phosphoribosyltransferase	COG:COG1926, COG:R, RefSeq:WP_027265755.1, SO:0001217, UniParc:UPI0001E3CAB3, UniRef:UniRef100_A0A4T1G0Y5, UniRef:UniRef50_A0A0L0HS09, UniRef:UniRef90_Q5WXC9
contig_1	cds	408314	409045	-	PGH39_01905		OmpA-like transmembrane domain protein	RefSeq:WP_014841400.1, SO:0001217, UniParc:UPI0001E3CAB4, UniRef:UniRef100_A0A130H0D6, UniRef:UniRef50_A0A128UL24, UniRef:UniRef90_A0A128UL24
contig_1	cds	409216	410502	+	PGH39_01910	araJ	MFS transporter	COG:COG2814, COG:G, RefSeq:WP_027265754.1, SO:0001217, UniParc:UPI0001E3CAB5, UniRef:UniRef100_A0A378KDM8, UniRef:UniRef50_Q5WXC7, UniRef:UniRef90_Q5WXC7
contig_1	cds	410514	411668	+	PGH39_01915	argE	acetylornithine deacetylase	COG:COG0624, COG:E, RefSeq:WP_038838059.1, SO:0001217, UniParc:UPI0001E3CAB6, UniRef:UniRef100_A0A378KDQ3, UniRef:UniRef50_Q581Z1, UniRef:UniRef90_Q5WXC6
contig_1	cds	412000	412716	+	PGH39_01920	udk	Uridine kinase	COG:COG0572, COG:F, SO:0001217, UniRef:UniRef50_Q5WXC5, UniRef:UniRef90_Q5WXC5
contig_1	cds	412781	414769	-	PGH39_01925	ravR	Dot/Icm T4SS effector RavR	SO:0001217, UniParc:UPI000044574E, UniRef:UniRef100_A0A4T1G323, UniRef:UniRef50_A0A0W0YT35, UniRef:UniRef90_A0A3A6VZR6
contig_1	cds	415053	415538	+	PGH39_01930	yajQ	YajQ family cyclic di-GMP-binding protein	COG:COG1666, COG:T, RefSeq:WP_011213523.1, SO:0001217, UniParc:UPI0000444CC8, UniRef:UniRef100_Q5X601, UniRef:UniRef50_Q5ZWB8, UniRef:UniRef90_Q5ZWB8
contig_1	cds	415661	417967	-	PGH39_01935		GGDEF-domain containing protein	COG:COG5001, COG:T, RefSeq:WP_229295312.1, SO:0001217, UniParc:UPI0001E3CAB8, UniRef:UniRef100_A0A4T1EHX3, UniRef:UniRef50_A0A378KXK8, UniRef:UniRef90_A0A140J045
contig_1	cds	418119	419462	-	PGH39_01940	aMMECR1	putative RNA modification protein, AMMECR1 domain	COG:COG2078, COG:R, KEGG:K06990, RefSeq:WP_038838063.1, SO:0001217, UniParc:UPI0001E3CAB9, UniRef:UniRef100_UPI0001E3CAB9, UniRef:UniRef50_A0A0W0Z2G9, UniRef:UniRef90_A0A140J3H0
contig_1	cds	419522	420610	+	PGH39_01945	pflA	Pyruvate-formate lyase-activating enzyme	COG:COG1180, COG:O, EC:1.97.1.4, KEGG:K04069, SO:0001217, UniRef:UniRef50_A0A068VRC9, UniRef:UniRef90_A0A378K565
contig_1	cds	420669	421088	+	PGH39_01950		lpg1171 family Dot/Icm T4SS effector	RefSeq:WP_011213527.1, SO:0001217, UniParc:UPI0000444CCC, UniRef:UniRef100_A0A131MHF4, UniRef:UniRef50_Q5WXB9, UniRef:UniRef90_Q5WXB9
contig_1	cds	421253	422722	+	PGH39_01955		hypothetical protein	PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15, PFAM:PF08238.15
contig_1	cds	422821	424407	+	PGH39_01960	baeS	two-component sensor histidine kinase	COG:COG0642, COG:T, EC:2.7.13.3, KEGG:K02668, RefSeq:WP_011215277.1, SO:0001217, UniParc:UPI0000445754, UniRef:UniRef100_A0A128ZFE2, UniRef:UniRef50_A0A0W1A2U1, UniRef:UniRef90_A0A140IXI0
contig_1	cds	424404	425732	+	PGH39_01965	atoC	sigma-54-dependent Fis family transcriptional regulator	COG:COG2204, COG:T, RefSeq:WP_038838068.1, SO:0001217, UniParc:UPI0001E3CB24, UniRef:UniRef100_A0A4Q5NB31, UniRef:UniRef50_A0A657AYL0, UniRef:UniRef90_A0A127V1J8
contig_1	cds	426138	426383	+	PGH39_01970		hypothetical protein	RefSeq:WP_011213531.1, SO:0001217, UniParc:UPI0000444CD0, UniRef:UniRef100_A0A0C9NW60, UniRef:UniRef50_D3HQ65, UniRef:UniRef90_A0A0C9NW60
contig_1	cds	426578	427513	-	PGH39_01975	menH	alpha/beta hydrolase	COG:COG0596, COG:HR, RefSeq:WP_038838070.1, SO:0001217, UniParc:UPI0001E3CB25, UniRef:UniRef100_A0A4T1G7I2, UniRef:UniRef50_A0A3S0BMG5, UniRef:UniRef90_Q5WXB4
contig_1	cds	427792	429228	-	PGH39_01980	bepA	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	COG:COG4783, COG:MO, RefSeq:WP_040148189.1, SO:0001217, UniParc:UPI0005901172, UniRef:UniRef100_A0A4T1EH02, UniRef:UniRef50_A0A378LR89, UniRef:UniRef90_Q5WXB3
contig_1	cds	429291	430364	+	PGH39_01985	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	COG:COG1985, COG:H, EC:1.1.1.193, EC:3.5.4.26, KEGG:K11752, RefSeq:WP_038838075.1, SO:0001217, UniParc:UPI0001E3CB27, UniRef:UniRef100_A0A378KH70, UniRef:UniRef50_W0BAV9, UniRef:UniRef90_Q5WXB2
contig_1	cds	430349	430963	+	PGH39_01990	ribE	riboflavin synthase	COG:COG0307, COG:H, RefSeq:WP_038838076.1, SO:0001217, UniParc:UPI0001E3CB28, UniRef:UniRef100_A0A4Q5NB17, UniRef:UniRef50_A0A098GGY6, UniRef:UniRef90_A0A378K792
contig_1	cds	430960	432168	+	PGH39_01995	ribA,ribB	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	COG:COG0807, COG:H, EC:3.5.4.25, EC:4.1.99.12, KEGG:K14652, RefSeq:WP_038838079.1, SO:0001217, UniParc:UPI0001E3CB29, UniRef:UniRef100_A0A4T1EMA9, UniRef:UniRef50_A0A2Z2NVV8, UniRef:UniRef90_Q5WXB0
contig_1	cds	432176	432643	+	PGH39_02000	ribH	6,7-dimethyl-8-ribityllumazine synthase	COG:COG0054, COG:H, EC:2.5.1.78, KEGG:K00794, RefSeq:WP_050566912.1, SO:0001217, UniParc:UPI0001E3CB2A, UniRef:UniRef100_A0A378KM08, UniRef:UniRef50_A9KC67, UniRef:UniRef90_A0A1S0VDW4
contig_1	cds	432769	434406	+	PGH39_02005	pyrG	CTP synthase	COG:COG0504, COG:F, EC:6.3.4.2, GO:0003883, GO:0004359, GO:0005524, GO:0006541, GO:0044210, GO:0046872, RefSeq:WP_010946915.1, SO:0001217, UniParc:UPI00004424BC, UniRef:UniRef100_Q5X5Y6, UniRef:UniRef50_O67353, UniRef:UniRef90_Q5WXA8
contig_1	cds	434403	435227	+	PGH39_02010	kdsA	3-deoxy-8-phosphooctulonate synthase	COG:COG2877, COG:M, EC:2.5.1.55, GO:0005737, GO:0008676, GO:0019294, RefSeq:WP_027265741.1, SO:0001217, UniParc:UPI000483AB37, UniRef:UniRef100_A0A378KDQ2, UniRef:UniRef50_P61655, UniRef:UniRef90_Q5WXA7
contig_1	cds	435433	437292	+	PGH39_02015	ravS	Dot/Icm T4SS effector RavS	SO:0001217, UniRef:UniRef50_A0A378K3M2, UniRef:UniRef90_A0A378K3M2
contig_1	cds	437384	439771	+	PGH39_02020	ulaG	Lactamase-B domain-containing protein	COG:COG2220, COG:G, EC:3.1.4.54, KEGG:K13985, RefSeq:WP_038838085.1, SO:0001217, UniParc:UPI0001E3CB2F, UniRef:UniRef100_A0A4V1ZIH1, UniRef:UniRef50_Q5WXA5, UniRef:UniRef90_Q5WXA5
contig_1	tRNA	439902	439989	-	PGH39_02025	Ser_trna	tRNA-Ser(tga)	SO:0000269
contig_1	cds	440155	440928	+	PGH39_02030	bamD	outer membrane protein assembly factor BamD	COG:COG4105, COG:M, RefSeq:WP_011213539.1, SO:0001217, UniParc:UPI0000444CD8, UniRef:UniRef100_A0A130VKW9, UniRef:UniRef50_W0B8X9, UniRef:UniRef90_A0A0A2SRY8
contig_1	cds	441076	442014	-	PGH39_02035	rdgC	recombination-associated protein RdgC	COG:COG2974, COG:L, RefSeq:WP_038838087.1, SO:0001217, UniParc:UPI0001E3CB30, UniRef:UniRef100_A0A4T1G1B2, UniRef:UniRef50_A0A0W0Z6S4, UniRef:UniRef90_A0A378K4B5
contig_1	cds	442132	444027	-	PGH39_02040	kup1	putative potassium transport system protein kup 1	COG:COG3158, COG:P, GO:0005886, GO:0015079, GO:0016021, SO:0001217, UniParc:UPI0001E3CB31, UniRef:UniRef100_A0A378KH83, UniRef:UniRef50_Q5ZW98, UniRef:UniRef90_Q5ZW98
contig_1	cds	444034	445017	-	PGH39_02045		Fe-S protein	RefSeq:WP_038838092.1, SO:0001217, UniParc:UPI0001E3CB32, UniRef:UniRef100_A0A4T1YA23, UniRef:UniRef50_A0A0W0YSU1, UniRef:UniRef90_Q5WXA1
contig_1	cds	445095	446267	+	PGH39_02050	rlmK	class I SAM-dependent rRNA methyltransferase	COG:COG1092, COG:J, RefSeq:WP_011215291.1, SO:0001217, UniParc:UPI0000445762, UniRef:UniRef100_A0A378KF90, UniRef:UniRef50_G9EK45, UniRef:UniRef90_A0A378K831
contig_1	cds	446392	447540	+	PGH39_02055	bglX	Periplasmic beta-glucosidase and related glycosidases	COG:COG1472, COG:G, RefSeq:WP_038838093.1, SO:0001217, UniParc:UPI0002E3AEB9, UniRef:UniRef100_A0A4T1ZI21, UniRef:UniRef50_Q5WX99, UniRef:UniRef90_Q5WX99
contig_1	cds	447680	448405	+	PGH39_02060	glxA	DJ-1/PfpI family protein	COG:COG4977, COG:K, RefSeq:WP_038838095.1, SO:0001217, UniParc:UPI0001E3CB34, UniRef:UniRef100_A0A4T1EHK3, UniRef:UniRef50_A0A098GKH7, UniRef:UniRef90_Q5WX98
contig_1	cds	448494	449117	-	PGH39_02065	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	COG:COG0140, COG:E, RefSeq:WP_027220745.1, SO:0001217, UniParc:UPI0001E3CB35, UniRef:UniRef100_A0A4T1DAC5, UniRef:UniRef50_A0A378K5B7, UniRef:UniRef90_A0A2S8CB94
contig_1	cds	449114	449881	-	PGH39_02070	hisF	imidazole glycerol phosphate synthase subunit HisF	COG:COG0107, COG:E, RefSeq:WP_027220744.1, SO:0001217, UniParc:UPI0001E3CB36, UniRef:UniRef100_A0A4T1DWD4, UniRef:UniRef50_Q9PM72, UniRef:UniRef90_A0A378K3N9
contig_1	cds	449875	450594	-	PGH39_02075	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	COG:COG0106, COG:E, EC:5.3.1.16, GO:0000105, GO:0003949, GO:0005737, RefSeq:WP_011215296.1, SO:0001217, UniParc:UPI0000445767, UniRef:UniRef100_Q5WX95, UniRef:UniRef50_Q5ZW91, UniRef:UniRef90_Q5ZW91
contig_1	cds	450588	451187	-	PGH39_02080	hisH	imidazole glycerol phosphate synthase subunit HisH	COG:COG0118, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0004359, GO:0005737, GO:0006541, GO:0016829, RefSeq:WP_011215297.1, SO:0001217, UniParc:UPI0000445768, UniRef:UniRef100_Q5WX94, UniRef:UniRef50_Q5ZW90, UniRef:UniRef90_Q5ZW90
contig_1	cds	451184	452242	-	PGH39_02085	hisB	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	COG:COG0241, COG:E, EC:3.1.3.15, EC:4.2.1.19, GO:0000105, GO:0004401, GO:0004424, GO:0005737, GO:0046872, KEGG:K01089, RefSeq:WP_027220743.1, SO:0001217, UniParc:UPI000482F5C5, UniRef:UniRef100_A0A378KEW2, UniRef:UniRef50_Q5ZW89, UniRef:UniRef90_Q5ZW89
contig_1	cds	452220	453314	-	PGH39_02090	hisC	histidinol-phosphate transaminase	COG:COG0079, COG:E, EC:2.6.1.9, GO:0000105, GO:0004400, GO:0030170, RefSeq:WP_027220742.1, SO:0001217, UniParc:UPI0001E3CB39, UniRef:UniRef100_A0A4Q5NEG4, UniRef:UniRef50_Q5ZW88, UniRef:UniRef90_Q5ZW88
contig_1	cds	453315	454610	-	PGH39_02095	hisD	Histidinol dehydrogenase	COG:COG0141, COG:E, EC:1.1.1.23, GO:0000105, GO:0004399, GO:0008270, GO:0051287, RefSeq:WP_027220741.1, SO:0001217, UniParc:UPI0001E3CB3A, UniRef:UniRef100_A0A4Q5NAZ9, UniRef:UniRef50_Q5ZW87, UniRef:UniRef90_Q5ZW87
contig_1	cds	454616	455497	-	PGH39_02100	hisG	ATP phosphoribosyltransferase	COG:COG0040, COG:E, EC:2.4.2.17, KEGG:K00765, RefSeq:WP_027220740.1, SO:0001217, UniParc:UPI0001E3CB3B, UniRef:UniRef100_A0A822WFF1, UniRef:UniRef50_Q8X8T4, UniRef:UniRef90_Q5ZW86
contig_1	cds	455494	455790	-	PGH39_02105		transposase	RefSeq:WP_011213554.1, SO:0001217, UniParc:UPI0000444CE7, UniRef:UniRef100_A0A130VKF2, UniRef:UniRef50_D3HRY6, UniRef:UniRef90_A0A130VKF2
contig_1	cds	455991	456161	+	PGH39_02110		hypothetical protein	RefSeq:WP_015444582.1, SO:0001217, UniParc:UPI0001E3CB3C, UniRef:UniRef100_A0A822WDH5, UniRef:UniRef50_A0A0W1A6Q7, UniRef:UniRef90_A0A822WDH5
contig_1	cds	456166	457698	+	PGH39_02115	appC	cytochrome d terminal oxidase subunit 1	COG:C, COG:COG1271, EC:7.1.1.7, KEGG:K00425, RefSeq:WP_011215302.1, SO:0001217, UniParc:UPI000044576D, UniRef:UniRef100_A0A4V4R884, UniRef:UniRef50_P26459, UniRef:UniRef90_A0A378K6Z5
contig_1	cds	457714	458850	+	PGH39_02120	cydB	cytochrome d ubiquinol oxidase subunit II	COG:C, COG:COG1294, EC:7.1.1.7, KEGG:K00426, RefSeq:WP_027220739.1, SO:0001217, UniParc:UPI0001E3CB3D, UniRef:UniRef100_A0A378KDU1, UniRef:UniRef50_P0ABK4, UniRef:UniRef90_A0A378KDU1
contig_1	cds	458863	458964	+	PGH39_02125	cydX	cytochrome bd-I oxidase subunit CydX	EC:7.1.1.7, KEGG:K00424, RefSeq:WP_016356871.1, SO:0001217, UniParc:UPI0003348B4F, UniRef:UniRef100_A0A0C9N371, UniRef:UniRef50_A0A433SE27, UniRef:UniRef90_A0A0C9N371
contig_1	cds	459201	459836	-	PGH39_02130	pyrE	Orotate phosphoribosyltransferase	COG:COG0461, COG:F, EC:2.4.2.10, GO:0000287, GO:0004588, GO:0044205, RefSeq:WP_027220738.1, SO:0001217, UniParc:UPI0004842A8D, UniRef:UniRef100_A0A822WCR6, UniRef:UniRef50_Q5WX86, UniRef:UniRef90_Q5WX86
contig_1	cds	460085	460318	+	PGH39_02135	cspC	Cold shock protein, CspA family	COG:COG1278, COG:K, KEGG:K03704, RefSeq:WP_011213557.1, SO:0001217, UniParc:UPI0000444CEA, UniRef:UniRef100_A0A2S6F8A8, UniRef:UniRef50_P0A106, UniRef:UniRef90_Q5WX85
contig_1	cds	460830	461402	+	PGH39_02140	raiA	30S ribosomal protein S30	RefSeq:WP_010946938.1, SO:0001217, UniParc:UPI00004424D3, UniRef:UniRef100_A0A130VI72, UniRef:UniRef50_A0A1E5JMB1, UniRef:UniRef90_A0A130VI72
contig_1	cds	461562	462017	+	PGH39_02145	ebsC	deacylase	COG:COG2606, COG:J, RefSeq:WP_027220737.1, SO:0001217, UniParc:UPI0001E3C15F, UniRef:UniRef100_A0A4T1G349, UniRef:UniRef50_Q8KBA6, UniRef:UniRef90_A0A378K7C1
contig_1	cds	462047	462466	-	PGH39_02150	marR	MarR family transcriptional regulator	COG:COG1846, COG:K, RefSeq:WP_011215306.1, SO:0001217, UniParc:UPI0000445771, UniRef:UniRef100_A0A4T1ZL72, UniRef:UniRef50_A0A378I7F9, UniRef:UniRef90_A0A4T1ZL72
contig_1	cds	462544	463332	+	PGH39_02155	yHI9	isomerase	COG:COG0384, COG:R, EC:5.3.3.17, KEGG:K06998, RefSeq:WP_027220736.1, SO:0001217, UniParc:UPI0001E3C160, UniRef:UniRef100_A0A4T1ZJ64, UniRef:UniRef50_A0A0W0TJ20, UniRef:UniRef90_A0A4T1ZJ64
contig_1	cds	463329	463877	+	PGH39_02160	rimL	Protein N-acetyltransferase, RimJ/RimL family	COG:COG1670, COG:JO, RefSeq:WP_027265726.1, SO:0001217, UniParc:UPI0001E3C161, UniRef:UniRef100_A0A4Q5NB89, UniRef:UniRef50_Q5WX80, UniRef:UniRef90_Q5WX80
contig_1	cds	464001	464660	-	PGH39_02165	rhtB	lysine transporter LysE	COG:COG1280, COG:E, RefSeq:WP_011215309.1, SO:0001217, UniParc:UPI0000445774, UniRef:UniRef100_A0A4T1EHL1, UniRef:UniRef50_A0A378K704, UniRef:UniRef90_A0A378K704
contig_1	cds	464948	465907	+	PGH39_02170	marR	Acetyltransferase	COG:COG1846, COG:K, RefSeq:WP_014841440.1, SO:0001217, UniParc:UPI0001E3C163, UniRef:UniRef100_A0A130NGJ2, UniRef:UniRef50_A0A098GGV2, UniRef:UniRef90_Q5WX78
contig_1	cds	465965	466528	+	PGH39_02175		ATPase	COG:COG3911, COG:R, RefSeq:WP_027220734.1, SO:0001217, UniParc:UPI0001E3C164, UniRef:UniRef100_A0A4Q5NAY9, UniRef:UniRef50_A0A098G754, UniRef:UniRef90_Q5WX77
contig_1	cds	466765	468072	+	PGH39_02180		MFS transporter	RefSeq:WP_027265725.1, SO:0001217, UniParc:UPI0001E3C165, UniRef:UniRef100_A0A4V4P6Z9, UniRef:UniRef50_A0A0W0SQB1, UniRef:UniRef90_Q5WX76
contig_1	cds	468218	469153	-	PGH39_02185	hemF	oxygen-dependent coproporphyrinogen oxidase	COG:COG0408, COG:H, EC:1.3.3.3, GO:0004109, GO:0005737, GO:0006782, GO:0042803, GO:0046872, KEGG:K00228, RefSeq:WP_014841450.1, SO:0001217, UniParc:UPI0001E3C166, UniRef:UniRef100_A0A4Q5NCH0, UniRef:UniRef50_P84155, UniRef:UniRef90_Q5WX75
contig_1	cds	469369	469761	+	PGH39_02190	flgB	flagellar basal body rod protein FlgB	COG:COG1815, COG:N, KEGG:K02387, RefSeq:WP_010946948.1, SO:0001217, UniParc:UPI00004424DD, UniRef:UniRef100_A0A128ZRJ7, UniRef:UniRef50_W5YG01, UniRef:UniRef90_A0A128ZRJ7, VFDB:VFC0204, VFDB:VFG001991
contig_1	cds	469764	470186	+	PGH39_02195	flgC	flagellar basal body rod protein FlgC	COG:COG1558, COG:N, RefSeq:WP_010946949.1, SO:0001217, UniParc:UPI00004424DE, UniRef:UniRef100_A0A131MF74, UniRef:UniRef50_A0A1A9AUK1, UniRef:UniRef90_A0A131MF74, VFDB:VFC0204, VFDB:VFG001992
contig_1	cds	470197	470874	+	PGH39_02200	flgD	flagellar basal body rod modification protein FlgD	COG:COG1843, COG:N, RefSeq:WP_011215314.1, SO:0001217, UniParc:UPI0000445779, UniRef:UniRef100_A0A4T1G3T5, UniRef:UniRef50_A0A0W0WX42, UniRef:UniRef90_A0A4T1G3T5, VFDB:VFC0204, VFDB:VFG001993
contig_1	cds	470988	472301	+	PGH39_02205	flgE	flagellar hook protein FlgE	COG:COG1749, COG:N, KEGG:K02390, RefSeq:WP_011215315.1, SO:0001217, UniParc:UPI000044577A, UniRef:UniRef100_A0A378KM53, UniRef:UniRef50_A0A098GDQ9, UniRef:UniRef90_A0A128H285, VFDB:VFC0204, VFDB:VFG001994
contig_1	cds	472312	473058	+	PGH39_02210	flgF	flagellar basal body rod protein FlgF	COG:COG4787, COG:N, RefSeq:WP_027220732.1, SO:0001217, UniParc:UPI0001E3C167, UniRef:UniRef100_A0A4V4PC96, UniRef:UniRef50_A0A0W0Z412, UniRef:UniRef90_Q5WX70, VFDB:VFC0204, VFDB:VFG001995
contig_1	cds	473209	473994	+	PGH39_02215	flgG	flagellar basal body rod protein FlgG	COG:COG4786, COG:N, KEGG:K02392, RefSeq:WP_011213579.1, SO:0001217, UniParc:UPI0000444D00, UniRef:UniRef100_A0A0C9N3H5, UniRef:UniRef50_P0ABX7, UniRef:UniRef90_A0A0C9N3H5, VFDB:VFC0204, VFDB:VFG001996
contig_1	cds	474007	474699	+	PGH39_02220	flgH	flagellar L-ring protein precursor FlgH	COG:COG2063, COG:N, GO:0003774, GO:0009279, GO:0009427, GO:0071973, RefSeq:WP_011213580.1, SO:0001217, UniParc:UPI000035A735, UniRef:UniRef100_Q5X5U0, UniRef:UniRef50_A5IBC0, UniRef:UniRef90_A5IBC0, VFDB:VFC0204, VFDB:VFG001997
contig_1	cds	474675	475841	+	PGH39_02225	flgI	flagellar P-ring protein precursor FlgI	COG:COG1706, COG:N, GO:0005198, GO:0009428, GO:0030288, GO:0071973, KEGG:K02394, SO:0001217, UniParc:UPI0007707B0E, UniRef:UniRef100_A0A4T1G6L1, UniRef:UniRef50_Q8ZHZ4, UniRef:UniRef90_Q5ZW64, VFDB:VFC0204, VFDB:VFG001998
contig_1	cds	475852	476727	+	PGH39_02230	flgJ	flagellar rod assembly protein/muramidase FlgJ	COG:COG3951, COG:N, RefSeq:WP_027220730.1, SO:0001217, UniParc:UPI0001E3C169, UniRef:UniRef100_A0A4V4P700, UniRef:UniRef50_A0A378JWJ6, UniRef:UniRef90_A0A378K3D6, VFDB:VFC0204, VFDB:VFG043331
contig_1	cds	476777	478726	+	PGH39_02235	flgK	flagellar hook-associated protein 1 FlgK	COG:COG1256, COG:N, RefSeq:WP_027220729.1, SO:0001217, UniParc:UPI0001E3C16A, UniRef:UniRef100_A0A4T1G7M0, UniRef:UniRef50_A0A098GF70, UniRef:UniRef90_Q5WX65, VFDB:VFC0204, VFDB:VFG001999
contig_1	cds	478730	479965	+	PGH39_02240	flgL	flagellar hook-associated protein 3 FlgL	COG:COG1344, COG:N, RefSeq:WP_027220728.1, SO:0001217, UniParc:UPI0001E3C16B, UniRef:UniRef100_A0A378KHC2, UniRef:UniRef50_A0A0A8UWC2, UniRef:UniRef90_Q5WX64, VFDB:VFC0204, VFDB:VFG002000
contig_1	cds	480160	481899	+	PGH39_02245		Patatin-like phospholipase	RefSeq:WP_027220727.1, SO:0001217, UniParc:UPI0001E3C16C, UniRef:UniRef100_A0A4Q5NEE0, UniRef:UniRef50_A0A2S6EYX8, UniRef:UniRef90_A0A3A6W123
contig_1	tRNA	482021	482097	-	PGH39_02250	Arg_trna	tRNA-Arg(cct)	SO:0001036
contig_1	cds	482438	483502	+	PGH39_02255		Type IV secretion protein Dot	RefSeq:WP_027220726.1, SO:0001217, UniParc:UPI0001E3C16D, UniRef:UniRef100_A0A378KFD1, UniRef:UniRef50_Q5WX62, UniRef:UniRef90_Q5WX62
